symbol,total_trades,win_rate,total_return_pct,profit_factor,sharpe_ratio,max_drawdown_pct,avg_win_eur,avg_loss_eur,final_capital
CRMx/EUR,7,14.3,-2.72,0.4,-0.72,-3.56,18.35,-7.59,972.79
ORCLx/EUR,10,40.0,1.79,1.37,0.32,-2.09,16.42,-7.96,1017.9
MSTRx/EUR,5,40.0,4.66,1.99,0.47,-2.39,46.93,-15.76,1046.58
APPx/EUR,11,36.4,6.63,1.9,0.63,-2.33,34.98,-10.51,1066.34
